year,month,day,hour,portugal,spain,date,date_hour
2021,2,12,20,57.69,57.69,2021-02-12,2021-02-12 19:00:00
2021,2,12,21,61.01,61.01,2021-02-12,2021-02-12 20:00:00
2021,2,12,22,59.31,59.31,2021-02-12,2021-02-12 21:00:00
2021,2,12,23,54.56,54.56,2021-02-12,2021-02-12 22:00:00
2021,2,12,24,45.09,45.09,2021-02-12,2021-02-12 23:00:00
2021,2,13,1,27.99,27.99,2021-02-13,2021-02-13 00:00:00
2021,2,13,2,21.56,21.56,2021-02-13,2021-02-13 01:00:00
2021,2,13,3,13.95,13.95,2021-02-13,2021-02-13 02:00:00
2021,2,13,4,11.35,11.35,2021-02-13,2021-02-13 03:00:00
2021,2,13,5,10.0,10.0,2021-02-13,2021-02-13 04:00:00
2021,2,13,6,13.3,13.3,2021-02-13,2021-02-13 05:00:00
2021,2,13,7,15.99,15.99,2021-02-13,2021-02-13 06:00:00
2021,2,13,8,23.0,23.0,2021-02-13,2021-02-13 07:00:00
2021,2,13,9,33.5,33.5,2021-02-13,2021-02-13 08:00:00
2021,2,13,10,40.69,40.69,2021-02-13,2021-02-13 09:00:00
2021,2,13,11,45.0,45.0,2021-02-13,2021-02-13 10:00:00
2021,2,13,12,42.51,42.51,2021-02-13,2021-02-13 11:00:00
2021,2,13,13,39.44,39.44,2021-02-13,2021-02-13 12:00:00
2021,2,13,14,40.69,40.69,2021-02-13,2021-02-13 13:00:00
2021,2,13,15,39.69,39.69,2021-02-13,2021-02-13 14:00:00
2021,2,13,16,34.5,34.5,2021-02-13,2021-02-13 15:00:00
2021,2,13,17,35.5,35.5,2021-02-13,2021-02-13 16:00:00
2021,2,13,18,46.02,46.02,2021-02-13,2021-02-13 17:00:00
2021,2,13,19,56.87,56.87,2021-02-13,2021-02-13 18:00:00
2021,2,13,20,69.0,69.0,2021-02-13,2021-02-13 19:00:00
2021,2,13,21,63.26,63.26,2021-02-13,2021-02-13 20:00:00
2021,2,13,22,57.67,57.67,2021-02-13,2021-02-13 21:00:00
2021,2,13,23,53.58,53.58,2021-02-13,2021-02-13 22:00:00
2021,2,13,24,50.55,50.55,2021-02-13,2021-02-13 23:00:00
2021,2,14,1,32.0,32.0,2021-02-14,2021-02-14 00:00:00
2021,2,14,2,25.29,25.29,2021-02-14,2021-02-14 01:00:00
2021,2,14,3,18.69,18.69,2021-02-14,2021-02-14 02:00:00
2021,2,14,4,14.0,14.0,2021-02-14,2021-02-14 03:00:00
2021,2,14,5,12.99,12.99,2021-02-14,2021-02-14 04:00:00
2021,2,14,6,12.59,12.59,2021-02-14,2021-02-14 05:00:00
2021,2,14,7,12.59,12.59,2021-02-14,2021-02-14 06:00:00
2021,2,14,8,12.7,12.7,2021-02-14,2021-02-14 07:00:00
2021,2,14,9,11.35,11.35,2021-02-14,2021-02-14 08:00:00
2021,2,14,10,12.59,12.59,2021-02-14,2021-02-14 09:00:00
2021,2,14,11,12.7,12.7,2021-02-14,2021-02-14 10:00:00
2021,2,14,12,10.84,10.84,2021-02-14,2021-02-14 11:00:00
2021,2,14,13,5.25,5.25,2021-02-14,2021-02-14 12:00:00
2021,2,14,14,8.0,8.0,2021-02-14,2021-02-14 13:00:00
2021,2,14,15,5.25,5.25,2021-02-14,2021-02-14 14:00:00
2021,2,14,16,1.95,1.95,2021-02-14,2021-02-14 15:00:00
2021,2,14,17,1.95,1.95,2021-02-14,2021-02-14 16:00:00
2021,2,14,18,1.95,1.95,2021-02-14,2021-02-14 17:00:00
2021,2,14,19,10.0,10.0,2021-02-14,2021-02-14 18:00:00
2021,2,14,20,22.51,22.51,2021-02-14,2021-02-14 19:00:00
2021,2,14,21,29.25,29.25,2021-02-14,2021-02-14 20:00:00
2021,2,14,22,26.4,26.4,2021-02-14,2021-02-14 21:00:00
2021,2,14,23,15.25,15.25,2021-02-14,2021-02-14 22:00:00
2021,2,14,24,5.0,5.0,2021-02-14,2021-02-14 23:00:00
2021,2,15,1,1.95,1.95,2021-02-15,2021-02-15 00:00:00
2021,2,15,2,1.0,1.0,2021-02-15,2021-02-15 01:00:00
2021,2,15,3,0.16,0.16,2021-02-15,2021-02-15 02:00:00
2021,2,15,4,0.16,0.16,2021-02-15,2021-02-15 03:00:00
2021,2,15,5,0.9,0.9,2021-02-15,2021-02-15 04:00:00
2021,2,15,6,1.5,1.5,2021-02-15,2021-02-15 05:00:00
2021,2,15,7,1.95,1.95,2021-02-15,2021-02-15 06:00:00
2021,2,15,8,15.51,15.51,2021-02-15,2021-02-15 07:00:00
2021,2,15,9,23.19,41.4,2021-02-15,2021-02-15 08:00:00
2021,2,15,10,25.09,38.98,2021-02-15,2021-02-15 09:00:00
2021,2,15,11,23.75,23.75,2021-02-15,2021-02-15 10:00:00
2021,2,15,12,13.95,13.95,2021-02-15,2021-02-15 11:00:00
2021,2,15,13,12.03,12.03,2021-02-15,2021-02-15 12:00:00
2021,2,15,14,10.01,10.01,2021-02-15,2021-02-15 13:00:00
2021,2,15,15,3.84,3.84,2021-02-15,2021-02-15 14:00:00
2021,2,15,16,1.96,1.96,2021-02-15,2021-02-15 15:00:00
2021,2,15,17,1.95,1.95,2021-02-15,2021-02-15 16:00:00
2021,2,15,18,5.0,5.0,2021-02-15,2021-02-15 17:00:00
2021,2,15,19,25.0,25.0,2021-02-15,2021-02-15 18:00:00
2021,2,15,20,43.7,43.7,2021-02-15,2021-02-15 19:00:00
2021,2,15,21,45.59,45.59,2021-02-15,2021-02-15 20:00:00
2021,2,15,22,42.1,42.1,2021-02-15,2021-02-15 21:00:00
2021,2,15,23,21.69,21.69,2021-02-15,2021-02-15 22:00:00
2021,2,15,24,2.35,2.35,2021-02-15,2021-02-15 23:00:00
2021,2,16,1,1.95,1.95,2021-02-16,2021-02-16 00:00:00
2021,2,16,2,1.95,1.95,2021-02-16,2021-02-16 01:00:00
2021,2,16,3,1.94,1.94,2021-02-16,2021-02-16 02:00:00
2021,2,16,4,1.0,1.0,2021-02-16,2021-02-16 03:00:00
2021,2,16,5,1.01,1.01,2021-02-16,2021-02-16 04:00:00
2021,2,16,6,1.95,1.95,2021-02-16,2021-02-16 05:00:00
2021,2,16,7,2.0,2.0,2021-02-16,2021-02-16 06:00:00
2021,2,16,8,15.12,15.12,2021-02-16,2021-02-16 07:00:00
2021,2,16,9,33.19,35.15,2021-02-16,2021-02-16 08:00:00
2021,2,16,10,33.51,33.51,2021-02-16,2021-02-16 09:00:00
2021,2,16,11,27.2,27.2,2021-02-16,2021-02-16 10:00:00
2021,2,16,12,15.0,15.0,2021-02-16,2021-02-16 11:00:00
2021,2,16,13,12.44,12.44,2021-02-16,2021-02-16 12:00:00
2021,2,16,14,12.44,12.44,2021-02-16,2021-02-16 13:00:00
2021,2,16,15,12.0,12.0,2021-02-16,2021-02-16 14:00:00
2021,2,16,16,12.19,12.19,2021-02-16,2021-02-16 15:00:00
2021,2,16,17,25.0,25.0,2021-02-16,2021-02-16 16:00:00
2021,2,16,18,39.7,39.7,2021-02-16,2021-02-16 17:00:00
2021,2,16,19,53.2,53.2,2021-02-16,2021-02-16 18:00:00
2021,2,16,20,68.25,68.25,2021-02-16,2021-02-16 19:00:00
2021,2,16,21,61.24,61.24,2021-02-16,2021-02-16 20:00:00
2021,2,16,22,50.03,50.03,2021-02-16,2021-02-16 21:00:00
2021,2,16,23,48.25,48.25,2021-02-16,2021-02-16 22:00:00
2021,2,16,24,43.05,43.05,2021-02-16,2021-02-16 23:00:00
2021,2,17,1,42.01,42.01,2021-02-17,2021-02-17 00:00:00
2021,2,17,2,41.36,41.36,2021-02-17,2021-02-17 01:00:00
2021,2,17,3,40.0,40.0,2021-02-17,2021-02-17 02:00:00
2021,2,17,4,37.4,37.4,2021-02-17,2021-02-17 03:00:00
2021,2,17,5,38.04,38.04,2021-02-17,2021-02-17 04:00:00
2021,2,17,6,38.83,38.83,2021-02-17,2021-02-17 05:00:00
2021,2,17,7,41.83,41.83,2021-02-17,2021-02-17 06:00:00
2021,2,17,8,53.36,53.36,2021-02-17,2021-02-17 07:00:00
2021,2,17,9,60.25,60.25,2021-02-17,2021-02-17 08:00:00
2021,2,17,10,61.27,61.27,2021-02-17,2021-02-17 09:00:00
2021,2,17,11,56.1,56.1,2021-02-17,2021-02-17 10:00:00
2021,2,17,12,48.14,48.14,2021-02-17,2021-02-17 11:00:00
2021,2,17,13,39.95,39.95,2021-02-17,2021-02-17 12:00:00
2021,2,17,14,35.69,35.69,2021-02-17,2021-02-17 13:00:00
2021,2,17,15,29.0,29.0,2021-02-17,2021-02-17 14:00:00
2021,2,17,16,26.7,26.7,2021-02-17,2021-02-17 15:00:00
2021,2,17,17,26.62,26.62,2021-02-17,2021-02-17 16:00:00
2021,2,17,18,30.19,30.19,2021-02-17,2021-02-17 17:00:00
2021,2,17,19,40.7,40.7,2021-02-17,2021-02-17 18:00:00
2021,2,17,20,52.47,52.47,2021-02-17,2021-02-17 19:00:00
2021,2,17,21,57.6,57.6,2021-02-17,2021-02-17 20:00:00
2021,2,17,22,48.37,48.37,2021-02-17,2021-02-17 21:00:00
2021,2,17,23,35.69,35.69,2021-02-17,2021-02-17 22:00:00
2021,2,17,24,24.76,24.76,2021-02-17,2021-02-17 23:00:00
2021,2,18,1,21.75,21.75,2021-02-18,2021-02-18 00:00:00
2021,2,18,2,8.95,8.95,2021-02-18,2021-02-18 01:00:00
2021,2,18,3,5.02,5.02,2021-02-18,2021-02-18 02:00:00
2021,2,18,4,3.74,3.74,2021-02-18,2021-02-18 03:00:00
2021,2,18,5,5.21,5.21,2021-02-18,2021-02-18 04:00:00
2021,2,18,6,10.2,10.2,2021-02-18,2021-02-18 05:00:00
2021,2,18,7,24.2,24.2,2021-02-18,2021-02-18 06:00:00
2021,2,18,8,35.5,35.5,2021-02-18,2021-02-18 07:00:00
2021,2,18,9,46.19,46.19,2021-02-18,2021-02-18 08:00:00
2021,2,18,10,48.33,48.33,2021-02-18,2021-02-18 09:00:00
2021,2,18,11,46.47,46.47,2021-02-18,2021-02-18 10:00:00
2021,2,18,12,44.05,44.05,2021-02-18,2021-02-18 11:00:00
2021,2,18,13,40.01,40.01,2021-02-18,2021-02-18 12:00:00
2021,2,18,14,43.52,43.52,2021-02-18,2021-02-18 13:00:00
2021,2,18,15,38.0,38.0,2021-02-18,2021-02-18 14:00:00
2021,2,18,16,38.0,38.0,2021-02-18,2021-02-18 15:00:00
2021,2,18,17,38.0,38.0,2021-02-18,2021-02-18 16:00:00
2021,2,18,18,46.98,46.98,2021-02-18,2021-02-18 17:00:00
2021,2,18,19,55.72,55.72,2021-02-18,2021-02-18 18:00:00
2021,2,18,20,61.16,61.16,2021-02-18,2021-02-18 19:00:00
2021,2,18,21,60.0,60.0,2021-02-18,2021-02-18 20:00:00
2021,2,18,22,52.75,52.75,2021-02-18,2021-02-18 21:00:00
2021,2,18,23,50.47,50.47,2021-02-18,2021-02-18 22:00:00
2021,2,18,24,44.05,44.05,2021-02-18,2021-02-18 23:00:00
2021,2,19,1,25.67,25.67,2021-02-19,2021-02-19 00:00:00
2021,2,19,2,22.5,22.5,2021-02-19,2021-02-19 01:00:00
2021,2,19,3,17.75,17.75,2021-02-19,2021-02-19 02:00:00
2021,2,19,4,17.5,17.5,2021-02-19,2021-02-19 03:00:00
2021,2,19,5,17.0,17.0,2021-02-19,2021-02-19 04:00:00
2021,2,19,6,17.75,17.75,2021-02-19,2021-02-19 05:00:00
2021,2,19,7,20.0,20.0,2021-02-19,2021-02-19 06:00:00
2021,2,19,8,30.0,30.0,2021-02-19,2021-02-19 07:00:00
2021,2,19,9,38.01,38.01,2021-02-19,2021-02-19 08:00:00
2021,2,19,10,36.47,36.47,2021-02-19,2021-02-19 09:00:00
2021,2,19,11,25.18,25.18,2021-02-19,2021-02-19 10:00:00
2021,2,19,12,20.0,20.0,2021-02-19,2021-02-19 11:00:00
2021,2,19,13,17.0,17.0,2021-02-19,2021-02-19 12:00:00
2021,2,19,14,14.0,14.0,2021-02-19,2021-02-19 13:00:00
2021,2,19,15,8.19,8.19,2021-02-19,2021-02-19 14:00:00
2021,2,19,16,5.02,5.02,2021-02-19,2021-02-19 15:00:00
2021,2,19,17,5.02,5.02,2021-02-19,2021-02-19 16:00:00
2021,2,19,18,15.0,15.0,2021-02-19,2021-02-19 17:00:00
2021,2,19,19,23.13,23.13,2021-02-19,2021-02-19 18:00:00
2021,2,19,20,38.33,38.33,2021-02-19,2021-02-19 19:00:00
2021,2,19,21,41.2,41.2,2021-02-19,2021-02-19 20:00:00
2021,2,19,22,38.01,38.01,2021-02-19,2021-02-19 21:00:00
2021,2,19,23,24.69,24.69,2021-02-19,2021-02-19 22:00:00
2021,2,19,24,17.04,17.04,2021-02-19,2021-02-19 23:00:00
2021,2,20,1,1.36,1.95,2021-02-20,2021-02-20 00:00:00
2021,2,20,2,1.0,1.9,2021-02-20,2021-02-20 01:00:00
2021,2,20,3,0.55,0.55,2021-02-20,2021-02-20 02:00:00
2021,2,20,4,0.44,0.44,2021-02-20,2021-02-20 03:00:00
2021,2,20,5,0.44,0.44,2021-02-20,2021-02-20 04:00:00
2021,2,20,6,0.16,0.16,2021-02-20,2021-02-20 05:00:00
2021,2,20,7,0.16,0.16,2021-02-20,2021-02-20 06:00:00
2021,2,20,8,0.32,0.32,2021-02-20,2021-02-20 07:00:00
2021,2,20,9,0.44,1.7,2021-02-20,2021-02-20 08:00:00
2021,2,20,10,1.0,1.95,2021-02-20,2021-02-20 09:00:00
2021,2,20,11,1.2,1.49,2021-02-20,2021-02-20 10:00:00
2021,2,20,12,0.44,0.44,2021-02-20,2021-02-20 11:00:00
2021,2,20,13,0.16,0.16,2021-02-20,2021-02-20 12:00:00
2021,2,20,14,0.16,0.16,2021-02-20,2021-02-20 13:00:00
2021,2,20,15,0.16,0.16,2021-02-20,2021-02-20 14:00:00
2021,2,20,16,0.16,0.16,2021-02-20,2021-02-20 15:00:00
2021,2,20,17,0.16,0.16,2021-02-20,2021-02-20 16:00:00
2021,2,20,18,1.0,1.0,2021-02-20,2021-02-20 17:00:00
2021,2,20,19,1.95,1.95,2021-02-20,2021-02-20 18:00:00
2021,2,20,20,5.6,5.6,2021-02-20,2021-02-20 19:00:00
2021,2,20,21,9.32,9.32,2021-02-20,2021-02-20 20:00:00
2021,2,20,22,10.0,10.0,2021-02-20,2021-02-20 21:00:00
2021,2,20,23,7.28,7.28,2021-02-20,2021-02-20 22:00:00
2021,2,20,24,5.0,5.0,2021-02-20,2021-02-20 23:00:00
2021,2,21,1,3.5,3.5,2021-02-21,2021-02-21 00:00:00
2021,2,21,2,1.95,1.95,2021-02-21,2021-02-21 01:00:00
2021,2,21,3,1.95,1.95,2021-02-21,2021-02-21 02:00:00
2021,2,21,4,1.95,1.95,2021-02-21,2021-02-21 03:00:00
2021,2,21,5,1.95,1.95,2021-02-21,2021-02-21 04:00:00
2021,2,21,6,1.95,1.95,2021-02-21,2021-02-21 05:00:00
2021,2,21,7,1.95,1.95,2021-02-21,2021-02-21 06:00:00
2021,2,21,8,1.95,1.95,2021-02-21,2021-02-21 07:00:00
2021,2,21,9,1.95,1.95,2021-02-21,2021-02-21 08:00:00
2021,2,21,10,1.95,1.95,2021-02-21,2021-02-21 09:00:00
2021,2,21,11,3.5,3.5,2021-02-21,2021-02-21 10:00:00
2021,2,21,12,6.23,6.23,2021-02-21,2021-02-21 11:00:00
2021,2,21,13,3.5,3.5,2021-02-21,2021-02-21 12:00:00
2021,2,21,14,6.95,6.95,2021-02-21,2021-02-21 13:00:00
2021,2,21,15,5.55,5.55,2021-02-21,2021-02-21 14:00:00
2021,2,21,16,2.0,2.0,2021-02-21,2021-02-21 15:00:00
2021,2,21,17,1.95,1.95,2021-02-21,2021-02-21 16:00:00
2021,2,21,18,1.95,1.95,2021-02-21,2021-02-21 17:00:00
2021,2,21,19,6.7,6.7,2021-02-21,2021-02-21 18:00:00
2021,2,21,20,13.4,13.4,2021-02-21,2021-02-21 19:00:00
2021,2,21,21,23.9,23.9,2021-02-21,2021-02-21 20:00:00
2021,2,21,22,22.32,22.32,2021-02-21,2021-02-21 21:00:00
2021,2,21,23,10.0,10.0,2021-02-21,2021-02-21 22:00:00
2021,2,21,24,7.19,7.19,2021-02-21,2021-02-21 23:00:00
2021,2,22,1,30.0,30.0,2021-02-22,2021-02-22 00:00:00
2021,2,22,2,19.8,19.8,2021-02-22,2021-02-22 01:00:00
2021,2,22,3,19.32,19.32,2021-02-22,2021-02-22 02:00:00
2021,2,22,4,19.8,19.8,2021-02-22,2021-02-22 03:00:00
2021,2,22,5,20.0,20.0,2021-02-22,2021-02-22 04:00:00
2021,2,22,6,25.1,25.1,2021-02-22,2021-02-22 05:00:00
2021,2,22,7,30.55,30.55,2021-02-22,2021-02-22 06:00:00
2021,2,22,8,39.48,39.48,2021-02-22,2021-02-22 07:00:00
2021,2,22,9,52.7,52.7,2021-02-22,2021-02-22 08:00:00
2021,2,22,10,55.04,55.04,2021-02-22,2021-02-22 09:00:00
2021,2,22,11,39.97,39.97,2021-02-22,2021-02-22 10:00:00
2021,2,22,12,35.64,35.64,2021-02-22,2021-02-22 11:00:00
2021,2,22,13,35.5,35.5,2021-02-22,2021-02-22 12:00:00
2021,2,22,14,35.5,35.5,2021-02-22,2021-02-22 13:00:00
2021,2,22,15,32.51,32.51,2021-02-22,2021-02-22 14:00:00
2021,2,22,16,32.05,32.05,2021-02-22,2021-02-22 15:00:00
2021,2,22,17,35.13,35.13,2021-02-22,2021-02-22 16:00:00
2021,2,22,18,45.03,45.03,2021-02-22,2021-02-22 17:00:00
2021,2,22,19,64.01,64.01,2021-02-22,2021-02-22 18:00:00
2021,2,22,20,65.68,65.68,2021-02-22,2021-02-22 19:00:00
2021,2,22,21,61.16,61.16,2021-02-22,2021-02-22 20:00:00
2021,2,22,22,58.01,58.01,2021-02-22,2021-02-22 21:00:00
2021,2,22,23,49.3,49.3,2021-02-22,2021-02-22 22:00:00
2021,2,22,24,44.1,44.1,2021-02-22,2021-02-22 23:00:00
2021,2,23,1,41.71,41.71,2021-02-23,2021-02-23 00:00:00
2021,2,23,2,40.13,40.13,2021-02-23,2021-02-23 01:00:00
2021,2,23,3,39.17,39.17,2021-02-23,2021-02-23 02:00:00
2021,2,23,4,37.73,37.73,2021-02-23,2021-02-23 03:00:00
2021,2,23,5,37.63,37.63,2021-02-23,2021-02-23 04:00:00
2021,2,23,6,39.06,39.06,2021-02-23,2021-02-23 05:00:00
2021,2,23,7,43.53,43.53,2021-02-23,2021-02-23 06:00:00
2021,2,23,8,55.27,56.95,2021-02-23,2021-02-23 07:00:00
2021,2,23,9,56.2,59.22,2021-02-23,2021-02-23 08:00:00
2021,2,23,10,56.2,56.2,2021-02-23,2021-02-23 09:00:00
2021,2,23,11,49.87,49.87,2021-02-23,2021-02-23 10:00:00
2021,2,23,12,41.86,41.86,2021-02-23,2021-02-23 11:00:00
2021,2,23,13,39.9,39.9,2021-02-23,2021-02-23 12:00:00
2021,2,23,14,38.9,38.9,2021-02-23,2021-02-23 13:00:00
2021,2,23,15,39.0,39.0,2021-02-23,2021-02-23 14:00:00
2021,2,23,16,34.01,34.01,2021-02-23,2021-02-23 15:00:00
2021,2,23,17,33.48,33.48,2021-02-23,2021-02-23 16:00:00
2021,2,23,18,40.0,40.0,2021-02-23,2021-02-23 17:00:00
2021,2,23,19,50.0,50.0,2021-02-23,2021-02-23 18:00:00
2021,2,23,20,58.03,58.03,2021-02-23,2021-02-23 19:00:00
2021,2,23,21,51.35,51.35,2021-02-23,2021-02-23 20:00:00
2021,2,23,22,44.49,44.49,2021-02-23,2021-02-23 21:00:00
2021,2,23,23,40.1,40.1,2021-02-23,2021-02-23 22:00:00
2021,2,23,24,35.22,35.22,2021-02-23,2021-02-23 23:00:00
2021,2,24,1,20.69,20.69,2021-02-24,2021-02-24 00:00:00
2021,2,24,2,18.19,18.19,2021-02-24,2021-02-24 01:00:00
2021,2,24,3,18.05,18.05,2021-02-24,2021-02-24 02:00:00
2021,2,24,4,14.0,14.0,2021-02-24,2021-02-24 03:00:00
2021,2,24,5,10.65,10.65,2021-02-24,2021-02-24 04:00:00
2021,2,24,6,17.08,17.08,2021-02-24,2021-02-24 05:00:00
2021,2,24,7,18.26,18.26,2021-02-24,2021-02-24 06:00:00
2021,2,24,8,26.39,31.96,2021-02-24,2021-02-24 07:00:00
2021,2,24,9,26.76,45.01,2021-02-24,2021-02-24 08:00:00
2021,2,24,10,35.69,35.69,2021-02-24,2021-02-24 09:00:00
2021,2,24,11,30.8,30.8,2021-02-24,2021-02-24 10:00:00
2021,2,24,12,23.64,23.64,2021-02-24,2021-02-24 11:00:00
2021,2,24,13,18.19,18.19,2021-02-24,2021-02-24 12:00:00
2021,2,24,14,10.1,10.1,2021-02-24,2021-02-24 13:00:00
2021,2,24,15,3.5,3.5,2021-02-24,2021-02-24 14:00:00
2021,2,24,16,1.95,1.95,2021-02-24,2021-02-24 15:00:00
2021,2,24,17,2.0,2.0,2021-02-24,2021-02-24 16:00:00
2021,2,24,18,15.0,15.0,2021-02-24,2021-02-24 17:00:00
2021,2,24,19,34.0,34.0,2021-02-24,2021-02-24 18:00:00
2021,2,24,20,51.83,51.83,2021-02-24,2021-02-24 19:00:00
2021,2,24,21,51.09,51.09,2021-02-24,2021-02-24 20:00:00
2021,2,24,22,43.59,43.59,2021-02-24,2021-02-24 21:00:00
2021,2,24,23,43.77,43.77,2021-02-24,2021-02-24 22:00:00
2021,2,24,24,36.7,36.7,2021-02-24,2021-02-24 23:00:00
2021,2,25,1,35.15,35.15,2021-02-25,2021-02-25 00:00:00
2021,2,25,2,35.08,35.08,2021-02-25,2021-02-25 01:00:00
2021,2,25,3,33.7,33.7,2021-02-25,2021-02-25 02:00:00
2021,2,25,4,33.3,33.3,2021-02-25,2021-02-25 03:00:00
2021,2,25,5,35.07,35.07,2021-02-25,2021-02-25 04:00:00
2021,2,25,6,38.66,38.66,2021-02-25,2021-02-25 05:00:00
2021,2,25,7,43.1,43.1,2021-02-25,2021-02-25 06:00:00
2021,2,25,8,54.44,54.44,2021-02-25,2021-02-25 07:00:00
2021,2,25,9,53.9,53.9,2021-02-25,2021-02-25 08:00:00
2021,2,25,10,49.81,49.81,2021-02-25,2021-02-25 09:00:00
2021,2,25,11,42.69,42.69,2021-02-25,2021-02-25 10:00:00
2021,2,25,12,42.21,41.48,2021-02-25,2021-02-25 11:00:00
2021,2,25,13,42.69,40.86,2021-02-25,2021-02-25 12:00:00
2021,2,25,14,42.21,40.13,2021-02-25,2021-02-25 13:00:00
2021,2,25,15,42.4,42.4,2021-02-25,2021-02-25 14:00:00
2021,2,25,16,46.23,46.23,2021-02-25,2021-02-25 15:00:00
2021,2,25,17,51.07,51.07,2021-02-25,2021-02-25 16:00:00
2021,2,25,18,55.0,55.0,2021-02-25,2021-02-25 17:00:00
2021,2,25,19,60.0,60.0,2021-02-25,2021-02-25 18:00:00
2021,2,25,20,65.73,65.73,2021-02-25,2021-02-25 19:00:00
2021,2,25,21,56.91,56.91,2021-02-25,2021-02-25 20:00:00
2021,2,25,22,53.5,53.5,2021-02-25,2021-02-25 21:00:00
2021,2,25,23,48.44,48.44,2021-02-25,2021-02-25 22:00:00
2021,2,25,24,43.34,43.34,2021-02-25,2021-02-25 23:00:00
2021,2,26,1,45.1,45.1,2021-02-26,2021-02-26 00:00:00
2021,2,26,2,41.8,41.8,2021-02-26,2021-02-26 01:00:00
2021,2,26,3,34.9,34.9,2021-02-26,2021-02-26 02:00:00
2021,2,26,4,33.95,33.95,2021-02-26,2021-02-26 03:00:00
2021,2,26,5,33.9,33.9,2021-02-26,2021-02-26 04:00:00
2021,2,26,6,40.1,40.1,2021-02-26,2021-02-26 05:00:00
2021,2,26,7,49.0,49.0,2021-02-26,2021-02-26 06:00:00
2021,2,26,8,53.0,53.0,2021-02-26,2021-02-26 07:00:00
2021,2,26,9,56.03,56.87,2021-02-26,2021-02-26 08:00:00
2021,2,26,10,55.51,55.51,2021-02-26,2021-02-26 09:00:00
2021,2,26,11,50.6,50.6,2021-02-26,2021-02-26 10:00:00
2021,2,26,12,45.56,45.56,2021-02-26,2021-02-26 11:00:00
2021,2,26,13,44.1,44.1,2021-02-26,2021-02-26 12:00:00
2021,2,26,14,40.19,40.19,2021-02-26,2021-02-26 13:00:00
2021,2,26,15,39.0,39.0,2021-02-26,2021-02-26 14:00:00
2021,2,26,16,40.14,40.14,2021-02-26,2021-02-26 15:00:00
2021,2,26,17,43.16,43.16,2021-02-26,2021-02-26 16:00:00
2021,2,26,18,51.33,51.33,2021-02-26,2021-02-26 17:00:00
2021,2,26,19,57.91,57.91,2021-02-26,2021-02-26 18:00:00
2021,2,26,20,57.53,57.53,2021-02-26,2021-02-26 19:00:00
2021,2,26,21,54.94,54.94,2021-02-26,2021-02-26 20:00:00
2021,2,26,22,48.65,48.65,2021-02-26,2021-02-26 21:00:00
2021,2,26,23,46.28,46.28,2021-02-26,2021-02-26 22:00:00
2021,2,26,24,42.71,42.71,2021-02-26,2021-02-26 23:00:00
2021,2,27,1,40.0,40.0,2021-02-27,2021-02-27 00:00:00
2021,2,27,2,32.99,32.99,2021-02-27,2021-02-27 01:00:00
2021,2,27,3,26.49,26.49,2021-02-27,2021-02-27 02:00:00
2021,2,27,4,25.15,25.15,2021-02-27,2021-02-27 03:00:00
2021,2,27,5,25.13,25.13,2021-02-27,2021-02-27 04:00:00
2021,2,27,6,25.05,25.05,2021-02-27,2021-02-27 05:00:00
2021,2,27,7,24.65,24.65,2021-02-27,2021-02-27 06:00:00
2021,2,27,8,25.05,25.05,2021-02-27,2021-02-27 07:00:00
2021,2,27,9,25.15,25.15,2021-02-27,2021-02-27 08:00:00
2021,2,27,10,27.85,27.85,2021-02-27,2021-02-27 09:00:00
2021,2,27,11,29.19,29.19,2021-02-27,2021-02-27 10:00:00
2021,2,27,12,27.85,27.85,2021-02-27,2021-02-27 11:00:00
2021,2,27,13,27.85,27.85,2021-02-27,2021-02-27 12:00:00
2021,2,27,14,28.91,28.91,2021-02-27,2021-02-27 13:00:00
2021,2,27,15,27.17,27.17,2021-02-27,2021-02-27 14:00:00
2021,2,27,16,25.05,25.05,2021-02-27,2021-02-27 15:00:00
2021,2,27,17,24.65,24.65,2021-02-27,2021-02-27 16:00:00
2021,2,27,18,25.15,25.15,2021-02-27,2021-02-27 17:00:00
2021,2,27,19,29.19,29.19,2021-02-27,2021-02-27 18:00:00
2021,2,27,20,38.0,38.0,2021-02-27,2021-02-27 19:00:00
2021,2,27,21,45.41,45.41,2021-02-27,2021-02-27 20:00:00
2021,2,27,22,40.0,40.0,2021-02-27,2021-02-27 21:00:00
2021,2,27,23,30.01,30.01,2021-02-27,2021-02-27 22:00:00
2021,2,27,24,25.91,25.91,2021-02-27,2021-02-27 23:00:00
2021,2,28,1,14.49,14.49,2021-02-28,2021-02-28 00:00:00
2021,2,28,2,14.41,14.41,2021-02-28,2021-02-28 01:00:00
2021,2,28,3,13.81,13.81,2021-02-28,2021-02-28 02:00:00
2021,2,28,4,13.13,13.13,2021-02-28,2021-02-28 03:00:00
2021,2,28,5,13.15,13.15,2021-02-28,2021-02-28 04:00:00
2021,2,28,6,13.81,13.81,2021-02-28,2021-02-28 05:00:00
2021,2,28,7,14.15,14.15,2021-02-28,2021-02-28 06:00:00
2021,2,28,8,14.41,14.41,2021-02-28,2021-02-28 07:00:00
2021,2,28,9,14.21,14.21,2021-02-28,2021-02-28 08:00:00
2021,2,28,10,14.49,14.49,2021-02-28,2021-02-28 09:00:00
2021,2,28,11,14.41,14.41,2021-02-28,2021-02-28 10:00:00
2021,2,28,12,14.15,14.15,2021-02-28,2021-02-28 11:00:00
