year,month,day,hour,portugal,spain,date,date_hour
2021,1,28,3,43.83,43.83,2021-01-28,2021-01-28 02:00:00
2021,1,28,4,42.4,42.4,2021-01-28,2021-01-28 03:00:00
2021,1,28,5,43.64,43.64,2021-01-28,2021-01-28 04:00:00
2021,1,28,6,44.41,44.41,2021-01-28,2021-01-28 05:00:00
2021,1,28,7,53.14,53.14,2021-01-28,2021-01-28 06:00:00
2021,1,28,8,63.26,63.26,2021-01-28,2021-01-28 07:00:00
2021,1,28,9,65.41,65.41,2021-01-28,2021-01-28 08:00:00
2021,1,28,10,66.1,66.1,2021-01-28,2021-01-28 09:00:00
2021,1,28,11,64.98,64.98,2021-01-28,2021-01-28 10:00:00
2021,1,28,12,64.0,64.0,2021-01-28,2021-01-28 11:00:00
2021,1,28,13,60.74,60.74,2021-01-28,2021-01-28 12:00:00
2021,1,28,14,59.31,59.31,2021-01-28,2021-01-28 13:00:00
2021,1,28,15,56.35,56.35,2021-01-28,2021-01-28 14:00:00
2021,1,28,16,53.2,53.2,2021-01-28,2021-01-28 15:00:00
2021,1,28,17,55.03,55.03,2021-01-28,2021-01-28 16:00:00
2021,1,28,18,60.49,60.49,2021-01-28,2021-01-28 17:00:00
2021,1,28,19,63.33,63.33,2021-01-28,2021-01-28 18:00:00
2021,1,28,20,63.74,63.74,2021-01-28,2021-01-28 19:00:00
2021,1,28,21,59.68,59.68,2021-01-28,2021-01-28 20:00:00
2021,1,28,22,58.0,58.0,2021-01-28,2021-01-28 21:00:00
2021,1,28,23,51.02,51.02,2021-01-28,2021-01-28 22:00:00
2021,1,28,24,45.51,45.51,2021-01-28,2021-01-28 23:00:00
2021,1,29,1,42.71,42.71,2021-01-29,2021-01-29 00:00:00
2021,1,29,2,38.25,38.25,2021-01-29,2021-01-29 01:00:00
2021,1,29,3,33.66,33.66,2021-01-29,2021-01-29 02:00:00
2021,1,29,4,29.99,29.99,2021-01-29,2021-01-29 03:00:00
2021,1,29,5,29.0,29.0,2021-01-29,2021-01-29 04:00:00
2021,1,29,6,33.0,33.0,2021-01-29,2021-01-29 05:00:00
2021,1,29,7,45.0,45.0,2021-01-29,2021-01-29 06:00:00
2021,1,29,8,55.34,55.34,2021-01-29,2021-01-29 07:00:00
2021,1,29,9,58.6,58.6,2021-01-29,2021-01-29 08:00:00
2021,1,29,10,58.89,58.89,2021-01-29,2021-01-29 09:00:00
2021,1,29,11,56.87,56.87,2021-01-29,2021-01-29 10:00:00
2021,1,29,12,54.67,54.67,2021-01-29,2021-01-29 11:00:00
2021,1,29,13,53.2,53.2,2021-01-29,2021-01-29 12:00:00
2021,1,29,14,50.05,49.01,2021-01-29,2021-01-29 13:00:00
2021,1,29,15,49.48,45.33,2021-01-29,2021-01-29 14:00:00
2021,1,29,16,44.85,44.85,2021-01-29,2021-01-29 15:00:00
2021,1,29,17,48.85,48.85,2021-01-29,2021-01-29 16:00:00
2021,1,29,18,54.68,54.68,2021-01-29,2021-01-29 17:00:00
2021,1,29,19,60.79,60.79,2021-01-29,2021-01-29 18:00:00
2021,1,29,20,59.38,59.38,2021-01-29,2021-01-29 19:00:00
2021,1,29,21,54.34,54.34,2021-01-29,2021-01-29 20:00:00
2021,1,29,22,50.03,50.03,2021-01-29,2021-01-29 21:00:00
2021,1,29,23,45.9,45.9,2021-01-29,2021-01-29 22:00:00
2021,1,29,24,35.0,35.0,2021-01-29,2021-01-29 23:00:00
2021,1,30,1,12.97,12.97,2021-01-30,2021-01-30 00:00:00
2021,1,30,2,5.1,5.1,2021-01-30,2021-01-30 01:00:00
2021,1,30,3,2.4,2.4,2021-01-30,2021-01-30 02:00:00
2021,1,30,4,1.95,1.95,2021-01-30,2021-01-30 03:00:00
2021,1,30,5,1.95,1.95,2021-01-30,2021-01-30 04:00:00
2021,1,30,6,1.95,1.95,2021-01-30,2021-01-30 05:00:00
2021,1,30,7,1.95,1.95,2021-01-30,2021-01-30 06:00:00
2021,1,30,8,1.95,1.95,2021-01-30,2021-01-30 07:00:00
2021,1,30,9,1.95,1.95,2021-01-30,2021-01-30 08:00:00
2021,1,30,10,4.0,4.0,2021-01-30,2021-01-30 09:00:00
2021,1,30,11,5.1,5.1,2021-01-30,2021-01-30 10:00:00
2021,1,30,12,1.95,1.95,2021-01-30,2021-01-30 11:00:00
2021,1,30,13,1.95,1.95,2021-01-30,2021-01-30 12:00:00
2021,1,30,14,1.95,1.95,2021-01-30,2021-01-30 13:00:00
2021,1,30,15,1.95,1.95,2021-01-30,2021-01-30 14:00:00
2021,1,30,16,1.95,1.95,2021-01-30,2021-01-30 15:00:00
2021,1,30,17,1.95,1.95,2021-01-30,2021-01-30 16:00:00
2021,1,30,18,1.95,1.95,2021-01-30,2021-01-30 17:00:00
2021,1,30,19,5.1,5.1,2021-01-30,2021-01-30 18:00:00
2021,1,30,20,8.4,8.4,2021-01-30,2021-01-30 19:00:00
2021,1,30,21,14.0,14.0,2021-01-30,2021-01-30 20:00:00
2021,1,30,22,10.99,10.99,2021-01-30,2021-01-30 21:00:00
2021,1,30,23,5.1,5.1,2021-01-30,2021-01-30 22:00:00
2021,1,30,24,1.95,1.95,2021-01-30,2021-01-30 23:00:00
2021,1,31,1,1.95,1.95,2021-01-31,2021-01-31 00:00:00
2021,1,31,2,1.9,1.9,2021-01-31,2021-01-31 01:00:00
2021,1,31,3,1.0,1.0,2021-01-31,2021-01-31 02:00:00
2021,1,31,4,0.16,0.16,2021-01-31,2021-01-31 03:00:00
2021,1,31,5,0.16,0.16,2021-01-31,2021-01-31 04:00:00
2021,1,31,6,0.16,0.16,2021-01-31,2021-01-31 05:00:00
2021,1,31,7,0.16,0.16,2021-01-31,2021-01-31 06:00:00
2021,1,31,8,0.16,0.16,2021-01-31,2021-01-31 07:00:00
2021,1,31,9,0.16,0.16,2021-01-31,2021-01-31 08:00:00
2021,1,31,10,1.0,1.0,2021-01-31,2021-01-31 09:00:00
2021,1,31,11,1.95,1.95,2021-01-31,2021-01-31 10:00:00
2021,1,31,12,1.95,1.95,2021-01-31,2021-01-31 11:00:00
2021,1,31,13,1.95,1.95,2021-01-31,2021-01-31 12:00:00
2021,1,31,14,1.95,1.95,2021-01-31,2021-01-31 13:00:00
2021,1,31,15,1.95,1.95,2021-01-31,2021-01-31 14:00:00
2021,1,31,16,1.94,1.94,2021-01-31,2021-01-31 15:00:00
2021,1,31,17,1.9,1.9,2021-01-31,2021-01-31 16:00:00
2021,1,31,18,1.95,1.95,2021-01-31,2021-01-31 17:00:00
2021,1,31,19,1.95,1.95,2021-01-31,2021-01-31 18:00:00
2021,1,31,20,1.95,1.95,2021-01-31,2021-01-31 19:00:00
2021,1,31,21,1.96,1.96,2021-01-31,2021-01-31 20:00:00
2021,1,31,22,1.96,1.96,2021-01-31,2021-01-31 21:00:00
2021,1,31,23,1.95,1.95,2021-01-31,2021-01-31 22:00:00
2021,1,31,24,1.95,1.95,2021-01-31,2021-01-31 23:00:00
2021,2,1,1,1.94,1.94,2021-02-01,2021-02-01 00:00:00
2021,2,1,2,0.56,0.56,2021-02-01,2021-02-01 01:00:00
2021,2,1,3,0.16,0.16,2021-02-01,2021-02-01 02:00:00
2021,2,1,4,0.16,0.16,2021-02-01,2021-02-01 03:00:00
2021,2,1,5,0.16,0.16,2021-02-01,2021-02-01 04:00:00
2021,2,1,6,1.59,1.59,2021-02-01,2021-02-01 05:00:00
2021,2,1,7,1.95,1.95,2021-02-01,2021-02-01 06:00:00
2021,2,1,8,5.98,5.98,2021-02-01,2021-02-01 07:00:00
2021,2,1,9,17.56,17.56,2021-02-01,2021-02-01 08:00:00
2021,2,1,10,23.05,23.05,2021-02-01,2021-02-01 09:00:00
2021,2,1,11,18.15,18.15,2021-02-01,2021-02-01 10:00:00
2021,2,1,12,10.33,10.33,2021-02-01,2021-02-01 11:00:00
2021,2,1,13,5.02,5.02,2021-02-01,2021-02-01 12:00:00
2021,2,1,14,3.5,3.5,2021-02-01,2021-02-01 13:00:00
2021,2,1,15,1.95,1.95,2021-02-01,2021-02-01 14:00:00
2021,2,1,16,3.5,3.5,2021-02-01,2021-02-01 15:00:00
2021,2,1,17,6.5,6.5,2021-02-01,2021-02-01 16:00:00
2021,2,1,18,10.67,10.67,2021-02-01,2021-02-01 17:00:00
2021,2,1,19,25.0,25.0,2021-02-01,2021-02-01 18:00:00
2021,2,1,20,36.6,36.6,2021-02-01,2021-02-01 19:00:00
2021,2,1,21,39.3,39.3,2021-02-01,2021-02-01 20:00:00
2021,2,1,22,36.21,36.21,2021-02-01,2021-02-01 21:00:00
2021,2,1,23,23.15,23.15,2021-02-01,2021-02-01 22:00:00
2021,2,1,24,12.55,12.55,2021-02-01,2021-02-01 23:00:00
2021,2,2,1,10.25,10.25,2021-02-02,2021-02-02 00:00:00
2021,2,2,2,8.5,8.5,2021-02-02,2021-02-02 01:00:00
2021,2,2,3,6.1,6.1,2021-02-02,2021-02-02 02:00:00
2021,2,2,4,3.19,3.19,2021-02-02,2021-02-02 03:00:00
2021,2,2,5,3.19,3.19,2021-02-02,2021-02-02 04:00:00
2021,2,2,6,5.7,5.7,2021-02-02,2021-02-02 05:00:00
2021,2,2,7,8.98,8.98,2021-02-02,2021-02-02 06:00:00
2021,2,2,8,28.79,28.79,2021-02-02,2021-02-02 07:00:00
2021,2,2,9,36.84,36.84,2021-02-02,2021-02-02 08:00:00
2021,2,2,10,39.01,39.01,2021-02-02,2021-02-02 09:00:00
2021,2,2,11,37.8,37.8,2021-02-02,2021-02-02 10:00:00
2021,2,2,12,36.53,36.53,2021-02-02,2021-02-02 11:00:00
2021,2,2,13,35.4,35.4,2021-02-02,2021-02-02 12:00:00
2021,2,2,14,35.1,35.1,2021-02-02,2021-02-02 13:00:00
2021,2,2,15,31.05,31.05,2021-02-02,2021-02-02 14:00:00
2021,2,2,16,29.39,29.39,2021-02-02,2021-02-02 15:00:00
2021,2,2,17,31.05,31.05,2021-02-02,2021-02-02 16:00:00
2021,2,2,18,34.0,34.0,2021-02-02,2021-02-02 17:00:00
2021,2,2,19,37.62,37.62,2021-02-02,2021-02-02 18:00:00
2021,2,2,20,47.0,47.0,2021-02-02,2021-02-02 19:00:00
2021,2,2,21,47.0,47.0,2021-02-02,2021-02-02 20:00:00
2021,2,2,22,37.62,37.62,2021-02-02,2021-02-02 21:00:00
2021,2,2,23,27.99,27.99,2021-02-02,2021-02-02 22:00:00
2021,2,2,24,14.0,14.0,2021-02-02,2021-02-02 23:00:00
2021,2,3,1,20.6,20.6,2021-02-03,2021-02-03 00:00:00
2021,2,3,2,18.3,18.3,2021-02-03,2021-02-03 01:00:00
2021,2,3,3,8.67,8.67,2021-02-03,2021-02-03 02:00:00
2021,2,3,4,7.96,7.96,2021-02-03,2021-02-03 03:00:00
2021,2,3,5,6.4,6.4,2021-02-03,2021-02-03 04:00:00
2021,2,3,6,12.14,12.14,2021-02-03,2021-02-03 05:00:00
2021,2,3,7,20.94,20.94,2021-02-03,2021-02-03 06:00:00
2021,2,3,8,37.5,37.5,2021-02-03,2021-02-03 07:00:00
2021,2,3,9,43.09,43.09,2021-02-03,2021-02-03 08:00:00
2021,2,3,10,46.5,46.5,2021-02-03,2021-02-03 09:00:00
2021,2,3,11,47.51,47.51,2021-02-03,2021-02-03 10:00:00
2021,2,3,12,45.51,45.51,2021-02-03,2021-02-03 11:00:00
2021,2,3,13,44.15,44.15,2021-02-03,2021-02-03 12:00:00
2021,2,3,14,46.05,46.05,2021-02-03,2021-02-03 13:00:00
2021,2,3,15,43.09,43.09,2021-02-03,2021-02-03 14:00:00
2021,2,3,16,41.15,41.15,2021-02-03,2021-02-03 15:00:00
2021,2,3,17,42.01,42.01,2021-02-03,2021-02-03 16:00:00
2021,2,3,18,48.01,48.01,2021-02-03,2021-02-03 17:00:00
2021,2,3,19,53.25,53.25,2021-02-03,2021-02-03 18:00:00
2021,2,3,20,53.2,53.2,2021-02-03,2021-02-03 19:00:00
2021,2,3,21,53.23,53.23,2021-02-03,2021-02-03 20:00:00
2021,2,3,22,49.2,49.2,2021-02-03,2021-02-03 21:00:00
2021,2,3,23,43.52,43.52,2021-02-03,2021-02-03 22:00:00
2021,2,3,24,38.32,38.32,2021-02-03,2021-02-03 23:00:00
2021,2,4,1,37.35,37.35,2021-02-04,2021-02-04 00:00:00
2021,2,4,2,35.49,35.49,2021-02-04,2021-02-04 01:00:00
2021,2,4,3,34.58,34.58,2021-02-04,2021-02-04 02:00:00
2021,2,4,4,33.5,33.5,2021-02-04,2021-02-04 03:00:00
2021,2,4,5,35.2,35.2,2021-02-04,2021-02-04 04:00:00
2021,2,4,6,39.37,39.37,2021-02-04,2021-02-04 05:00:00
2021,2,4,7,48.32,48.32,2021-02-04,2021-02-04 06:00:00
2021,2,4,8,57.15,57.15,2021-02-04,2021-02-04 07:00:00
2021,2,4,9,59.19,59.19,2021-02-04,2021-02-04 08:00:00
2021,2,4,10,60.0,60.0,2021-02-04,2021-02-04 09:00:00
2021,2,4,11,59.18,59.18,2021-02-04,2021-02-04 10:00:00
2021,2,4,12,56.54,56.54,2021-02-04,2021-02-04 11:00:00
2021,2,4,13,56.09,56.09,2021-02-04,2021-02-04 12:00:00
2021,2,4,14,55.69,55.69,2021-02-04,2021-02-04 13:00:00
2021,2,4,15,56.56,56.56,2021-02-04,2021-02-04 14:00:00
2021,2,4,16,58.15,58.15,2021-02-04,2021-02-04 15:00:00
2021,2,4,17,59.42,59.42,2021-02-04,2021-02-04 16:00:00
2021,2,4,18,61.16,61.16,2021-02-04,2021-02-04 17:00:00
2021,2,4,19,66.05,66.05,2021-02-04,2021-02-04 18:00:00
2021,2,4,20,67.51,67.51,2021-02-04,2021-02-04 19:00:00
2021,2,4,21,59.39,59.39,2021-02-04,2021-02-04 20:00:00
2021,2,4,22,56.09,56.09,2021-02-04,2021-02-04 21:00:00
2021,2,4,23,52.7,52.7,2021-02-04,2021-02-04 22:00:00
2021,2,4,24,48.05,48.05,2021-02-04,2021-02-04 23:00:00
2021,2,5,1,45.57,45.57,2021-02-05,2021-02-05 00:00:00
2021,2,5,2,44.01,44.01,2021-02-05,2021-02-05 01:00:00
2021,2,5,3,42.24,42.24,2021-02-05,2021-02-05 02:00:00
2021,2,5,4,41.2,41.2,2021-02-05,2021-02-05 03:00:00
2021,2,5,5,40.52,40.52,2021-02-05,2021-02-05 04:00:00
2021,2,5,6,43.36,43.36,2021-02-05,2021-02-05 05:00:00
2021,2,5,7,50.43,50.43,2021-02-05,2021-02-05 06:00:00
2021,2,5,8,58.65,58.65,2021-02-05,2021-02-05 07:00:00
2021,2,5,9,61.61,61.61,2021-02-05,2021-02-05 08:00:00
2021,2,5,10,61.03,61.03,2021-02-05,2021-02-05 09:00:00
2021,2,5,11,59.54,59.54,2021-02-05,2021-02-05 10:00:00
2021,2,5,12,58.54,58.54,2021-02-05,2021-02-05 11:00:00
2021,2,5,13,57.15,57.15,2021-02-05,2021-02-05 12:00:00
2021,2,5,14,54.51,54.51,2021-02-05,2021-02-05 13:00:00
2021,2,5,15,50.0,50.0,2021-02-05,2021-02-05 14:00:00
2021,2,5,16,48.0,48.0,2021-02-05,2021-02-05 15:00:00
2021,2,5,17,48.05,48.05,2021-02-05,2021-02-05 16:00:00
2021,2,5,18,49.0,49.0,2021-02-05,2021-02-05 17:00:00
2021,2,5,19,56.61,56.61,2021-02-05,2021-02-05 18:00:00
2021,2,5,20,57.46,57.46,2021-02-05,2021-02-05 19:00:00
2021,2,5,21,51.94,51.94,2021-02-05,2021-02-05 20:00:00
2021,2,5,22,49.89,49.89,2021-02-05,2021-02-05 21:00:00
2021,2,5,23,48.49,48.49,2021-02-05,2021-02-05 22:00:00
2021,2,5,24,45.99,45.99,2021-02-05,2021-02-05 23:00:00
2021,2,6,1,44.05,44.05,2021-02-06,2021-02-06 00:00:00
2021,2,6,2,38.5,38.5,2021-02-06,2021-02-06 01:00:00
2021,2,6,3,37.5,37.5,2021-02-06,2021-02-06 02:00:00
2021,2,6,4,35.08,35.08,2021-02-06,2021-02-06 03:00:00
2021,2,6,5,33.46,33.46,2021-02-06,2021-02-06 04:00:00
2021,2,6,6,32.11,32.11,2021-02-06,2021-02-06 05:00:00
2021,2,6,7,34.5,34.5,2021-02-06,2021-02-06 06:00:00
2021,2,6,8,34.74,34.74,2021-02-06,2021-02-06 07:00:00
2021,2,6,9,35.7,35.7,2021-02-06,2021-02-06 08:00:00
2021,2,6,10,37.5,37.5,2021-02-06,2021-02-06 09:00:00
2021,2,6,11,38.05,38.05,2021-02-06,2021-02-06 10:00:00
2021,2,6,12,37.5,37.5,2021-02-06,2021-02-06 11:00:00
2021,2,6,13,37.5,37.5,2021-02-06,2021-02-06 12:00:00
2021,2,6,14,39.77,39.77,2021-02-06,2021-02-06 13:00:00
2021,2,6,15,37.5,37.5,2021-02-06,2021-02-06 14:00:00
2021,2,6,16,33.95,33.95,2021-02-06,2021-02-06 15:00:00
2021,2,6,17,33.6,33.6,2021-02-06,2021-02-06 16:00:00
2021,2,6,18,35.09,35.09,2021-02-06,2021-02-06 17:00:00
2021,2,6,19,41.54,41.54,2021-02-06,2021-02-06 18:00:00
2021,2,6,20,42.98,42.98,2021-02-06,2021-02-06 19:00:00
2021,2,6,21,37.65,37.65,2021-02-06,2021-02-06 20:00:00
2021,2,6,22,31.05,31.05,2021-02-06,2021-02-06 21:00:00
2021,2,6,23,28.66,28.66,2021-02-06,2021-02-06 22:00:00
2021,2,6,24,26.4,26.4,2021-02-06,2021-02-06 23:00:00
2021,2,7,1,18.05,18.05,2021-02-07,2021-02-07 00:00:00
2021,2,7,2,14.0,14.0,2021-02-07,2021-02-07 01:00:00
2021,2,7,3,1.95,1.95,2021-02-07,2021-02-07 02:00:00
2021,2,7,4,0.2,0.2,2021-02-07,2021-02-07 03:00:00
2021,2,7,5,0.16,0.16,2021-02-07,2021-02-07 04:00:00
2021,2,7,6,0.16,0.16,2021-02-07,2021-02-07 05:00:00
2021,2,7,7,0.2,0.2,2021-02-07,2021-02-07 06:00:00
2021,2,7,8,1.95,1.95,2021-02-07,2021-02-07 07:00:00
2021,2,7,9,9.0,9.0,2021-02-07,2021-02-07 08:00:00
2021,2,7,10,16.68,16.68,2021-02-07,2021-02-07 09:00:00
2021,2,7,11,20.0,20.0,2021-02-07,2021-02-07 10:00:00
2021,2,7,12,16.68,16.68,2021-02-07,2021-02-07 11:00:00
2021,2,7,13,14.05,14.05,2021-02-07,2021-02-07 12:00:00
2021,2,7,14,15.09,15.09,2021-02-07,2021-02-07 13:00:00
2021,2,7,15,15.0,15.0,2021-02-07,2021-02-07 14:00:00
2021,2,7,16,5.54,5.54,2021-02-07,2021-02-07 15:00:00
2021,2,7,17,5.54,5.54,2021-02-07,2021-02-07 16:00:00
2021,2,7,18,14.05,14.05,2021-02-07,2021-02-07 17:00:00
2021,2,7,19,21.79,21.79,2021-02-07,2021-02-07 18:00:00
2021,2,7,20,25.4,25.4,2021-02-07,2021-02-07 19:00:00
2021,2,7,21,27.0,27.0,2021-02-07,2021-02-07 20:00:00
2021,2,7,22,25.4,25.4,2021-02-07,2021-02-07 21:00:00
2021,2,7,23,20.0,20.0,2021-02-07,2021-02-07 22:00:00
2021,2,7,24,14.05,14.05,2021-02-07,2021-02-07 23:00:00
2021,2,8,1,1.95,1.95,2021-02-08,2021-02-08 00:00:00
2021,2,8,2,1.95,1.95,2021-02-08,2021-02-08 01:00:00
2021,2,8,3,1.95,1.95,2021-02-08,2021-02-08 02:00:00
2021,2,8,4,1.34,1.34,2021-02-08,2021-02-08 03:00:00
2021,2,8,5,1.29,1.29,2021-02-08,2021-02-08 04:00:00
2021,2,8,6,1.95,1.95,2021-02-08,2021-02-08 05:00:00
2021,2,8,7,1.95,1.95,2021-02-08,2021-02-08 06:00:00
2021,2,8,8,8.04,8.04,2021-02-08,2021-02-08 07:00:00
2021,2,8,9,20.59,20.59,2021-02-08,2021-02-08 08:00:00
2021,2,8,10,21.43,21.43,2021-02-08,2021-02-08 09:00:00
2021,2,8,11,11.51,11.51,2021-02-08,2021-02-08 10:00:00
2021,2,8,12,7.0,7.0,2021-02-08,2021-02-08 11:00:00
2021,2,8,13,5.83,5.83,2021-02-08,2021-02-08 12:00:00
2021,2,8,14,3.5,3.5,2021-02-08,2021-02-08 13:00:00
2021,2,8,15,1.95,1.95,2021-02-08,2021-02-08 14:00:00
2021,2,8,16,1.95,1.95,2021-02-08,2021-02-08 15:00:00
2021,2,8,17,1.95,1.95,2021-02-08,2021-02-08 16:00:00
2021,2,8,18,5.02,5.02,2021-02-08,2021-02-08 17:00:00
2021,2,8,19,8.08,8.08,2021-02-08,2021-02-08 18:00:00
2021,2,8,20,22.48,22.48,2021-02-08,2021-02-08 19:00:00
2021,2,8,21,25.26,25.26,2021-02-08,2021-02-08 20:00:00
2021,2,8,22,22.48,22.48,2021-02-08,2021-02-08 21:00:00
2021,2,8,23,12.49,12.49,2021-02-08,2021-02-08 22:00:00
2021,2,8,24,7.18,7.18,2021-02-08,2021-02-08 23:00:00
2021,2,9,1,1.95,1.95,2021-02-09,2021-02-09 00:00:00
2021,2,9,2,1.95,1.95,2021-02-09,2021-02-09 01:00:00
2021,2,9,3,1.5,1.5,2021-02-09,2021-02-09 02:00:00
2021,2,9,4,1.1,1.1,2021-02-09,2021-02-09 03:00:00
2021,2,9,5,1.56,1.56,2021-02-09,2021-02-09 04:00:00
2021,2,9,6,1.95,1.95,2021-02-09,2021-02-09 05:00:00
2021,2,9,7,1.95,1.95,2021-02-09,2021-02-09 06:00:00
2021,2,9,8,3.08,7.6,2021-02-09,2021-02-09 07:00:00
2021,2,9,9,7.98,12.34,2021-02-09,2021-02-09 08:00:00
2021,2,9,10,10.2,12.67,2021-02-09,2021-02-09 09:00:00
2021,2,9,11,10.44,10.44,2021-02-09,2021-02-09 10:00:00
2021,2,9,12,9.48,9.48,2021-02-09,2021-02-09 11:00:00
2021,2,9,13,7.98,7.98,2021-02-09,2021-02-09 12:00:00
2021,2,9,14,8.34,8.34,2021-02-09,2021-02-09 13:00:00
2021,2,9,15,6.23,6.23,2021-02-09,2021-02-09 14:00:00
2021,2,9,16,6.95,6.95,2021-02-09,2021-02-09 15:00:00
2021,2,9,17,7.0,7.0,2021-02-09,2021-02-09 16:00:00
2021,2,9,18,8.0,8.0,2021-02-09,2021-02-09 17:00:00
2021,2,9,19,10.5,10.5,2021-02-09,2021-02-09 18:00:00
2021,2,9,20,14.0,14.0,2021-02-09,2021-02-09 19:00:00
2021,2,9,21,15.11,15.11,2021-02-09,2021-02-09 20:00:00
2021,2,9,22,12.66,12.66,2021-02-09,2021-02-09 21:00:00
2021,2,9,23,7.28,7.28,2021-02-09,2021-02-09 22:00:00
2021,2,9,24,1.96,1.96,2021-02-09,2021-02-09 23:00:00
2021,2,10,1,0.0,8.0,2021-02-10,2021-02-10 00:00:00
2021,2,10,2,0.0,1.95,2021-02-10,2021-02-10 01:00:00
2021,2,10,3,0.0,1.95,2021-02-10,2021-02-10 02:00:00
2021,2,10,4,0.0,1.95,2021-02-10,2021-02-10 03:00:00
2021,2,10,5,1.56,1.95,2021-02-10,2021-02-10 04:00:00
2021,2,10,6,1.95,1.95,2021-02-10,2021-02-10 05:00:00
2021,2,10,7,1.95,1.95,2021-02-10,2021-02-10 06:00:00
2021,2,10,8,2.2,14.0,2021-02-10,2021-02-10 07:00:00
2021,2,10,9,12.84,27.04,2021-02-10,2021-02-10 08:00:00
2021,2,10,10,25.39,25.39,2021-02-10,2021-02-10 09:00:00
2021,2,10,11,26.0,26.0,2021-02-10,2021-02-10 10:00:00
2021,2,10,12,22.19,22.19,2021-02-10,2021-02-10 11:00:00
2021,2,10,13,17.39,17.39,2021-02-10,2021-02-10 12:00:00
2021,2,10,14,20.0,20.0,2021-02-10,2021-02-10 13:00:00
2021,2,10,15,14.4,14.4,2021-02-10,2021-02-10 14:00:00
2021,2,10,16,14.4,14.4,2021-02-10,2021-02-10 15:00:00
2021,2,10,17,24.0,24.0,2021-02-10,2021-02-10 16:00:00
2021,2,10,18,30.88,30.88,2021-02-10,2021-02-10 17:00:00
2021,2,10,19,50.0,58.6,2021-02-10,2021-02-10 18:00:00
2021,2,10,20,71.5,80.0,2021-02-10,2021-02-10 19:00:00
2021,2,10,21,73.26,73.26,2021-02-10,2021-02-10 20:00:00
2021,2,10,22,59.55,64.19,2021-02-10,2021-02-10 21:00:00
2021,2,10,23,26.94,60.29,2021-02-10,2021-02-10 22:00:00
2021,2,10,24,22.19,38.5,2021-02-10,2021-02-10 23:00:00
2021,2,11,1,49.0,49.0,2021-02-11,2021-02-11 00:00:00
2021,2,11,2,24.3,24.3,2021-02-11,2021-02-11 01:00:00
2021,2,11,3,14.0,14.0,2021-02-11,2021-02-11 02:00:00
2021,2,11,4,9.43,9.43,2021-02-11,2021-02-11 03:00:00
2021,2,11,5,3.84,3.84,2021-02-11,2021-02-11 04:00:00
2021,2,11,6,12.24,12.24,2021-02-11,2021-02-11 05:00:00
2021,2,11,7,35.23,35.23,2021-02-11,2021-02-11 06:00:00
2021,2,11,8,57.3,57.3,2021-02-11,2021-02-11 07:00:00
2021,2,11,9,60.21,60.21,2021-02-11,2021-02-11 08:00:00
2021,2,11,10,60.94,60.94,2021-02-11,2021-02-11 09:00:00
2021,2,11,11,60.13,60.13,2021-02-11,2021-02-11 10:00:00
2021,2,11,12,57.3,57.3,2021-02-11,2021-02-11 11:00:00
2021,2,11,13,55.0,55.0,2021-02-11,2021-02-11 12:00:00
2021,2,11,14,55.0,55.0,2021-02-11,2021-02-11 13:00:00
2021,2,11,15,51.0,51.0,2021-02-11,2021-02-11 14:00:00
2021,2,11,16,53.73,53.73,2021-02-11,2021-02-11 15:00:00
2021,2,11,17,55.27,55.27,2021-02-11,2021-02-11 16:00:00
2021,2,11,18,59.94,59.94,2021-02-11,2021-02-11 17:00:00
2021,2,11,19,60.69,61.48,2021-02-11,2021-02-11 18:00:00
2021,2,11,20,66.25,72.4,2021-02-11,2021-02-11 19:00:00
2021,2,11,21,69.51,71.8,2021-02-11,2021-02-11 20:00:00
2021,2,11,22,62.27,62.27,2021-02-11,2021-02-11 21:00:00
2021,2,11,23,58.78,58.78,2021-02-11,2021-02-11 22:00:00
2021,2,11,24,51.52,51.52,2021-02-11,2021-02-11 23:00:00
2021,2,12,1,32.12,32.12,2021-02-12,2021-02-12 00:00:00
2021,2,12,2,24.0,24.0,2021-02-12,2021-02-12 01:00:00
2021,2,12,3,15.99,15.99,2021-02-12,2021-02-12 02:00:00
2021,2,12,4,10.25,10.25,2021-02-12,2021-02-12 03:00:00
2021,2,12,5,10.25,10.25,2021-02-12,2021-02-12 04:00:00
2021,2,12,6,15.99,15.99,2021-02-12,2021-02-12 05:00:00
2021,2,12,7,26.58,26.58,2021-02-12,2021-02-12 06:00:00
2021,2,12,8,47.75,51.52,2021-02-12,2021-02-12 07:00:00
2021,2,12,9,51.69,55.0,2021-02-12,2021-02-12 08:00:00
2021,2,12,10,55.75,55.75,2021-02-12,2021-02-12 09:00:00
2021,2,12,11,53.0,53.0,2021-02-12,2021-02-12 10:00:00
2021,2,12,12,47.73,47.73,2021-02-12,2021-02-12 11:00:00
2021,2,12,13,38.69,38.69,2021-02-12,2021-02-12 12:00:00
2021,2,12,14,32.12,32.12,2021-02-12,2021-02-12 13:00:00
2021,2,12,15,26.3,26.3,2021-02-12,2021-02-12 14:00:00
2021,2,12,16,14.0,14.0,2021-02-12,2021-02-12 15:00:00
2021,2,12,17,16.2,16.2,2021-02-12,2021-02-12 16:00:00
2021,2,12,18,31.62,31.62,2021-02-12,2021-02-12 17:00:00
2021,2,12,19,51.69,51.69,2021-02-12,2021-02-12 18:00:00
