year,month,day,hour,portugal,spain
2002,1,1,1,7.521,45.2
2002,1,1,2,5.202999999999999,31.27
2002,1,1,3,3.784,22.74
2002,1,1,4,3.471,20.86
2002,1,1,5,3.414,20.52
2002,1,1,6,3.26,19.59
2002,1,1,7,3.256,19.57
2002,1,1,8,3.088,18.56
2002,1,1,9,3.047,18.31
2002,1,1,10,3.2430000000000003,19.49
2002,1,1,11,3.494,21.0
2002,1,1,12,4.662,28.02
2002,1,1,13,4.832,29.04
2002,1,1,14,4.832,29.04
2002,1,1,15,4.829,29.02
2002,1,1,16,3.787,22.76
2002,1,1,17,3.722,22.37
2002,1,1,18,4.829,29.02
2002,1,1,19,7.521,45.2
2002,1,1,20,8.504,51.11000000000001
2002,1,1,21,9.201,55.3
2002,1,1,22,9.401,56.5
2002,1,1,23,9.201,55.3
2002,1,1,24,9.209,55.35
2002,1,2,1,9.201,55.3
2002,1,2,2,5.073,30.49
2002,1,2,3,4.346,26.12
2002,1,2,4,4.042,24.290000000000003
2002,1,2,5,3.86,23.2
2002,1,2,6,3.82,22.96
2002,1,2,7,3.88,23.32
2002,1,2,8,3.827,23.0
2002,1,2,9,5.2,31.25
2002,1,2,10,7.798999999999999,46.870000000000005
2002,1,2,11,9.842,59.15
2002,1,2,12,11.647,70.0
2002,1,2,13,11.647,70.0
2002,1,2,14,10.08,60.58
2002,1,2,15,9.201,55.3
2002,1,2,16,8.318999999999999,50.0
2002,1,2,17,8.504,51.11000000000001
2002,1,2,18,9.74,58.54
2002,1,2,19,12.725,76.47999999999999
2002,1,2,20,12.725,76.47999999999999
2002,1,2,21,12.01,72.18
2002,1,2,22,11.915,71.61
2002,1,2,23,9.201,55.3
2002,1,2,24,9.209,55.35
2002,1,3,1,7.762,46.65
2002,1,3,2,5.7170000000000005,34.36000000000001
2002,1,3,3,5.476,32.910000000000004
2002,1,3,4,5.051,30.36
2002,1,3,5,4.92,29.57
2002,1,3,6,3.784,22.74
2002,1,3,7,5.354,32.18
2002,1,3,8,5.657,34.0
2002,1,3,9,6.02,36.18000000000001
2002,1,3,10,8.704,52.31
2002,1,3,11,9.802,58.91
2002,1,3,12,9.802,58.91
2002,1,3,13,9.802,58.91
2002,1,3,14,9.389,56.43
2002,1,3,15,8.274,49.73
2002,1,3,16,8.274,49.73
2002,1,3,17,8.274,49.73
2002,1,3,18,8.491,51.03
2002,1,3,19,10.341,62.15
2002,1,3,20,10.341,62.15
2002,1,3,21,9.842,59.15
2002,1,3,22,9.74,58.54
2002,1,3,23,8.7,52.29
2002,1,3,24,9.401,56.5
2002,1,4,1,7.65,45.98
2002,1,4,2,5.626,33.81
2002,1,4,3,5.367999999999999,32.260000000000005
2002,1,4,4,4.965,29.84
2002,1,4,5,3.571,21.46
2002,1,4,6,3.467,20.84
2002,1,4,7,4.92,29.57
2002,1,4,8,5.367999999999999,32.260000000000005
2002,1,4,9,5.827000000000001,35.02
2002,1,4,10,8.045,48.35
2002,1,4,11,9.802,58.91
2002,1,4,12,9.802,58.91
2002,1,4,13,9.802,58.91
2002,1,4,14,9.401,56.5
2002,1,4,15,7.962000000000001,47.85
2002,1,4,16,7.81,46.94
2002,1,4,17,7.81,46.94
2002,1,4,18,8.209,49.34
2002,1,4,19,10.08,60.58
2002,1,4,20,9.802,58.91
2002,1,4,21,9.74,58.54
2002,1,4,22,9.209,55.35
2002,1,4,23,8.209,49.34
2002,1,4,24,8.491,51.03
2002,1,5,1,7.808,46.93000000000001
2002,1,5,2,5.942,35.71
2002,1,5,3,5.629,33.83
2002,1,5,4,5.481,32.94
2002,1,5,5,5.143,30.910000000000004
2002,1,5,6,3.998,24.03
2002,1,5,7,4.987,29.97
2002,1,5,8,5.4510000000000005,32.760000000000005
2002,1,5,9,6.205,37.29
2002,1,5,10,7.071000000000001,42.5
2002,1,5,11,10.341,62.15
2002,1,5,12,11.647,70.0
2002,1,5,13,11.647,70.0
2002,1,5,14,10.12,60.82000000000001
2002,1,5,15,8.521,51.21000000000001
2002,1,5,16,8.209,49.34
2002,1,5,17,8.209,49.34
2002,1,5,18,8.735,52.5
2002,1,5,19,12.01,72.18
2002,1,5,20,12.01,72.18
2002,1,5,21,12.01,72.18
2002,1,5,22,11.647,70.0
2002,1,5,23,10.878,65.38
2002,1,5,24,12.01,72.18
2002,1,6,1,12.198,73.31
2002,1,6,2,8.241,49.53
2002,1,6,3,6.772,40.7
2002,1,6,4,5.158,31.0
2002,1,6,5,5.158,31.0
2002,1,6,6,4.958,29.8
2002,1,6,7,4.007,24.08
2002,1,6,8,3.494,21.0
2002,1,6,9,3.462,20.81
2002,1,6,10,4.01,24.1
2002,1,6,11,5.158,31.0
2002,1,6,12,6.97,41.89
2002,1,6,13,7.105,42.7
2002,1,6,14,7.105,42.7
2002,1,6,15,7.105,42.7
2002,1,6,16,6.657,40.010000000000005
2002,1,6,17,6.657,40.010000000000005
2002,1,6,18,6.823,41.01
2002,1,6,19,10.151,61.01
2002,1,6,20,10.878,65.38
2002,1,6,21,11.223,67.45
2002,1,6,22,12.01,72.18
2002,1,6,23,10.406,62.53999999999999
2002,1,6,24,10.878,65.38
2002,1,7,1,7.501,45.08
2002,1,7,2,5.644,33.92
2002,1,7,3,4.992,30.0
2002,1,7,4,3.705,22.27
2002,1,7,5,3.4410000000000003,20.68
2002,1,7,6,3.344,20.1
2002,1,7,7,4.962,29.82
2002,1,7,8,6.191,37.21
2002,1,7,9,5.977,35.92
2002,1,7,10,8.422,50.620000000000005
2002,1,7,11,9.99,60.03999999999999
2002,1,7,12,10.341,62.15
2002,1,7,13,10.341,62.15
2002,1,7,14,9.409,56.55
2002,1,7,15,8.491,51.03
2002,1,7,16,9.732,58.49
2002,1,7,17,9.409,56.55
2002,1,7,18,10.12,60.82000000000001
2002,1,7,19,12.151,73.03
2002,1,7,20,12.777,76.78999999999999
2002,1,7,21,12.01,72.18
2002,1,7,22,10.878,65.38
2002,1,7,23,12.725,76.47999999999999
2002,1,7,24,12.777,76.78999999999999
2002,1,8,1,7.071000000000001,42.5
2002,1,8,2,5.938,35.69
2002,1,8,3,5.742000000000001,34.51
2002,1,8,4,5.742000000000001,34.51
2002,1,8,5,5.742000000000001,34.51
2002,1,8,6,5.742000000000001,34.51
2002,1,8,7,6.343999999999999,38.13
2002,1,8,8,7.484,44.98
2002,1,8,9,12.677,76.19
2002,1,8,10,12.875,77.38
2002,1,8,11,15.220999999999998,91.48
2002,1,8,12,12.875,77.38
2002,1,8,13,12.777,76.78999999999999
2002,1,8,14,12.198,73.31
2002,1,8,15,10.341,62.15
2002,1,8,16,11.915,71.61
2002,1,8,17,11.915,71.61
2002,1,8,18,11.148,67.0
2002,1,8,19,13.021,78.26
2002,1,8,20,18.843,113.25
2002,1,8,21,12.777,76.78999999999999
2002,1,8,22,12.677,76.19
2002,1,8,23,10.341,62.15
2002,1,8,24,11.050999999999998,66.42
2002,1,9,1,9.99,60.03999999999999
2002,1,9,2,7.362999999999999,44.25
2002,1,9,3,6.657,40.010000000000005
2002,1,9,4,6.655,40.0
2002,1,9,5,6.464,38.85
2002,1,9,6,6.464,38.85
2002,1,9,7,6.952999999999999,41.78999999999999
2002,1,9,8,9.409,56.55
2002,1,9,9,13.021,78.26
2002,1,9,10,13.452,80.85000000000001
2002,1,9,11,14.144,85.00999999999999
2002,1,9,12,14.154000000000002,85.07
2002,1,9,13,13.452,80.85000000000001
2002,1,9,14,12.825,77.08
2002,1,9,15,12.01,72.18
2002,1,9,16,12.725,76.47999999999999
2002,1,9,17,12.725,76.47999999999999
2002,1,9,18,12.777,76.78999999999999
2002,1,9,19,19.966,120.0
2002,1,9,20,20.006,120.24
2002,1,9,21,14.144,85.00999999999999
2002,1,9,22,12.875,77.38
2002,1,9,23,10.993,66.07000000000001
2002,1,9,24,12.397,74.51
2002,1,10,1,10.298,61.89
2002,1,10,2,8.276,49.74
2002,1,10,3,7.474,44.92
2002,1,10,4,7.276,43.73
2002,1,10,5,7.195,43.24
2002,1,10,6,7.195,43.24
2002,1,10,7,7.474,44.92
2002,1,10,8,10.171,61.13
2002,1,10,9,18.843,113.25
2002,1,10,10,19.569000000000003,117.61
2002,1,10,11,20.753,124.73
2002,1,10,12,20.753,124.73
2002,1,10,13,21.051,126.52
2002,1,10,14,20.006,120.24
2002,1,10,15,18.843,113.25
2002,1,10,16,20.753,124.73
2002,1,10,17,21.051,126.52
2002,1,10,18,20.8,125.01
2002,1,10,19,24.958,150.0
2002,1,10,20,26.357,158.41
2002,1,10,21,23.75,142.74
2002,1,10,22,20.006,120.24
2002,1,10,23,12.825,77.08
2002,1,10,24,12.875,77.38
2002,1,11,1,17.465999999999998,104.97
2002,1,11,2,10.298,61.89
2002,1,11,3,7.987999999999999,48.010000000000005
2002,1,11,4,7.542000000000001,45.330000000000005
2002,1,11,5,7.474,44.92
2002,1,11,6,7.474,44.92
2002,1,11,7,7.837999999999999,47.11
2002,1,11,8,13.294,79.9
2002,1,11,9,23.75,142.74
2002,1,11,10,19.412,116.67
2002,1,11,11,23.95,143.94
2002,1,11,12,23.75,142.74
2002,1,11,13,23.65,142.14
2002,1,11,14,19.966,120.0
2002,1,11,15,18.045,108.45
2002,1,11,16,18.291,109.93
2002,1,11,17,19.412,116.67
2002,1,11,18,18.143,109.04000000000002
2002,1,11,19,23.7,142.44000000000003
2002,1,11,20,24.958,150.0
2002,1,11,21,23.65,142.14
2002,1,11,22,18.143,109.04000000000002
2002,1,11,23,18.045,108.45
2002,1,11,24,18.093,108.74
2002,1,12,1,17.278,103.84
2002,1,12,2,9.248,55.58
2002,1,12,3,7.617000000000001,45.78
2002,1,12,4,7.195,43.24
2002,1,12,5,6.556,39.4
2002,1,12,6,6.324,38.010000000000005
2002,1,12,7,6.172999999999999,37.1
2002,1,12,8,6.324,38.010000000000005
2002,1,12,9,6.464,38.85
2002,1,12,10,7.987999999999999,48.010000000000005
2002,1,12,11,12.018,72.23
2002,1,12,12,13.772,82.77000000000001
2002,1,12,13,13.076,78.59
2002,1,12,14,11.436,68.72999999999999
2002,1,12,15,9.171,55.120000000000005
2002,1,12,16,8.398,50.47
2002,1,12,17,7.987999999999999,48.010000000000005
2002,1,12,18,8.727,52.45
2002,1,12,19,13.300999999999998,79.94
2002,1,12,20,15.347,92.24
2002,1,12,21,15.609000000000002,93.81
2002,1,12,22,15.419,92.67000000000002
2002,1,12,23,14.948,89.84
2002,1,12,24,15.347,92.24
2002,1,13,1,13.905,83.57000000000001
2002,1,13,2,8.283,49.78
2002,1,13,3,6.872999999999999,41.31
2002,1,13,4,6.324,38.010000000000005
2002,1,13,5,5.158,31.0
2002,1,13,6,3.832,23.03
2002,1,13,7,3.458,20.78
2002,1,13,8,3.161,19.0
2002,1,13,9,3.198,19.22
2002,1,13,10,3.827,23.0
2002,1,13,11,6.324,38.010000000000005
2002,1,13,12,7.468999999999999,44.89
2002,1,13,13,8.283,49.78
2002,1,13,14,8.875,53.34
2002,1,13,15,8.612,51.760000000000005
2002,1,13,16,7.582000000000001,45.56999999999999
2002,1,13,17,7.468999999999999,44.89
2002,1,13,18,7.765,46.67
2002,1,13,19,12.837,77.15
2002,1,13,20,13.300999999999998,79.94
2002,1,13,21,14.477,87.01
2002,1,13,22,15.347,92.24
2002,1,13,23,14.953,89.87
2002,1,13,24,15.347,92.24
2002,1,14,1,8.283,49.78
2002,1,14,2,7.319,43.99
2002,1,14,3,6.464,38.85
2002,1,14,4,5.774,34.7
2002,1,14,5,5.251,31.56
2002,1,14,6,5.251,31.56
2002,1,14,7,6.657,40.010000000000005
2002,1,14,8,7.588999999999999,45.61
2002,1,14,9,16.086,96.68
2002,1,14,10,16.996,102.15
2002,1,14,11,17.253,103.69
2002,1,14,12,17.337,104.2
2002,1,14,13,17.253,103.69
2002,1,14,14,16.271,97.79
2002,1,14,15,15.718,94.47
2002,1,14,16,16.271,97.79
2002,1,14,17,16.456,98.9
2002,1,14,18,16.996,102.15
2002,1,14,19,17.592,105.73
2002,1,14,20,17.9,107.57999999999998
2002,1,14,21,17.762,106.75
2002,1,14,22,17.081,102.65999999999998
2002,1,14,23,14.948,89.84
2002,1,14,24,15.903,95.58
2002,1,15,1,13.577,81.6
2002,1,15,2,8.246,49.56
2002,1,15,3,7.468999999999999,44.89
2002,1,15,4,6.952999999999999,41.78999999999999
2002,1,15,5,6.657,40.010000000000005
2002,1,15,6,6.655,40.0
2002,1,15,7,7.468999999999999,44.89
2002,1,15,8,8.035,48.29
2002,1,15,9,19.108,114.84000000000002
2002,1,15,10,23.818,143.15
2002,1,15,11,19.925,119.75
2002,1,15,12,17.592,105.73
2002,1,15,13,17.422,104.70999999999998
2002,1,15,14,16.910999999999998,101.64
2002,1,15,15,16.086,96.68
2002,1,15,16,16.996,102.15
2002,1,15,17,16.996,102.15
2002,1,15,18,17.253,103.69
2002,1,15,19,17.847,107.26
2002,1,15,20,17.923,107.72
2002,1,15,21,17.9,107.57999999999998
2002,1,15,22,17.507,105.22
2002,1,15,23,15.351,92.26
2002,1,15,24,16.086,96.68
2002,1,16,1,14.347,86.22999999999999
2002,1,16,2,8.8,52.89
2002,1,16,3,7.987999999999999,48.010000000000005
2002,1,16,4,7.247999999999999,43.56
2002,1,16,5,7.025,42.22
2002,1,16,6,6.877000000000001,41.33
2002,1,16,7,7.987999999999999,48.010000000000005
2002,1,16,8,12.837,77.15
2002,1,16,9,17.337,104.2
2002,1,16,10,17.592,105.73
2002,1,16,11,17.847,107.26
2002,1,16,12,17.847,107.26
2002,1,16,13,17.677,106.24
2002,1,16,14,17.422,104.70999999999998
2002,1,16,15,16.639,100.0
2002,1,16,16,17.081,102.65999999999998
2002,1,16,17,16.996,102.15
2002,1,16,18,17.168,103.18
2002,1,16,19,17.9,107.57999999999998
2002,1,16,20,19.108,114.84000000000002
2002,1,16,21,17.923,107.72
2002,1,16,22,17.762,106.75
2002,1,16,23,16.996,102.15
2002,1,16,24,16.823,101.11
2002,1,17,1,9.096,54.67
2002,1,17,2,7.915,47.56999999999999
2002,1,17,3,6.948,41.760000000000005
2002,1,17,4,6.399,38.46
2002,1,17,5,6.086,36.58
2002,1,17,6,5.992000000000001,36.010000000000005
2002,1,17,7,7.055,42.400000000000006
2002,1,17,8,8.81,52.95
2002,1,17,9,15.718,94.47
2002,1,17,10,16.996,102.15
2002,1,17,11,17.337,104.2
2002,1,17,12,17.422,104.70999999999998
2002,1,17,13,17.507,105.22
2002,1,17,14,17.081,102.65999999999998
2002,1,17,15,14.347,86.22999999999999
2002,1,17,16,15.351,92.26
2002,1,17,17,15.903,95.58
2002,1,17,18,16.996,102.15
2002,1,17,19,17.507,105.22
2002,1,17,20,17.923,107.72
2002,1,17,21,17.762,106.75
2002,1,17,22,16.717,100.47
2002,1,17,23,15.351,92.26
2002,1,17,24,14.609000000000002,87.8
2002,1,18,1,9.013,54.17000000000001
2002,1,18,2,7.952000000000001,47.79
2002,1,18,3,7.16,43.03
2002,1,18,4,6.556,39.4
2002,1,18,5,6.289,37.8
2002,1,18,6,6.158,37.01
2002,1,18,7,7.279,43.75
2002,1,18,8,9.893,59.46000000000001
2002,1,18,9,16.086,96.68
2002,1,18,10,16.639,100.0
2002,1,18,11,17.253,103.69
2002,1,18,12,17.253,103.69
2002,1,18,13,16.456,98.9
2002,1,18,14,16.456,98.9
2002,1,18,15,13.372,80.37
2002,1,18,16,14.158,85.09
2002,1,18,17,14.01,84.2
2002,1,18,18,14.347,86.22999999999999
2002,1,18,19,15.351,92.26
2002,1,18,20,16.996,102.15
2002,1,18,21,15.903,95.58
2002,1,18,22,15.535,93.37
2002,1,18,23,12.837,77.15
2002,1,18,24,13.076,78.59
2002,1,19,1,16.910999999999998,101.64
2002,1,19,2,12.018,72.23
2002,1,19,3,8.774,52.73
2002,1,19,4,7.862999999999999,47.26
2002,1,19,5,7.279,43.75
2002,1,19,6,6.948,41.760000000000005
2002,1,19,7,6.769,40.68000000000001
2002,1,19,8,6.789,40.8
2002,1,19,9,7.279,43.75
2002,1,19,10,8.509,51.14
2002,1,19,11,14.798,88.94
2002,1,19,12,15.903,95.58
2002,1,19,13,15.351,92.26
2002,1,19,14,14.158,85.09
2002,1,19,15,10.399,62.5
2002,1,19,16,8.985,54.0
2002,1,19,17,8.865,53.28
2002,1,19,18,9.066,54.49
2002,1,19,19,15.535,93.37
2002,1,19,20,15.351,92.26
2002,1,19,21,15.903,95.58
2002,1,19,22,15.351,92.26
2002,1,19,23,15.351,92.26
2002,1,19,24,17.253,103.69
2002,1,20,1,15.535,93.37
2002,1,20,2,8.985,54.0
2002,1,20,3,7.487,45.0
2002,1,20,4,5.73,34.44
2002,1,20,5,5.4670000000000005,32.86
2002,1,20,6,3.827,23.0
2002,1,20,7,3.4610000000000003,20.8
2002,1,20,8,3.324,19.980000000000004
2002,1,20,9,3.324,19.980000000000004
2002,1,20,10,3.611,21.7
2002,1,20,11,4.088,24.57
2002,1,20,12,6.158,37.01
2002,1,20,13,7.156000000000001,43.010000000000005
2002,1,20,14,7.2010000000000005,43.28
2002,1,20,15,7.156000000000001,43.010000000000005
2002,1,20,16,5.73,34.44
2002,1,20,17,5.73,34.44
2002,1,20,18,5.73,34.44
2002,1,20,19,9.401,56.5
2002,1,20,20,11.349,68.21000000000001
2002,1,20,21,11.436,68.72999999999999
2002,1,20,22,11.436,68.72999999999999
2002,1,20,23,11.199000000000002,67.31
2002,1,20,24,11.436,68.72999999999999
2002,1,21,1,8.238,49.510000000000005
2002,1,21,2,7.279,43.75
2002,1,21,3,5.697,34.24
2002,1,21,4,4.05,24.340000000000003
2002,1,21,5,3.907,23.480000000000004
2002,1,21,6,3.942,23.69
2002,1,21,7,6.722,40.4
2002,1,21,8,7.978,47.95
2002,1,21,9,16.456,98.9
2002,1,21,10,16.639,100.0
2002,1,21,11,16.662,100.14
2002,1,21,12,16.910999999999998,101.64
2002,1,21,13,16.456,98.9
2002,1,21,14,17.090999999999998,102.72
2002,1,21,15,14.158,85.09
2002,1,21,16,14.983,90.05000000000001
2002,1,21,17,15.351,92.26
2002,1,21,18,16.086,96.68
2002,1,21,19,16.996,102.15
2002,1,21,20,17.847,107.26
2002,1,21,21,17.253,103.69
2002,1,21,22,16.639,100.0
2002,1,21,23,14.347,86.22999999999999
2002,1,21,24,14.347,86.22999999999999
2002,1,22,1,7.952999999999999,47.8
2002,1,22,2,7.239,43.51
2002,1,22,3,6.789,40.8
2002,1,22,4,6.642,39.92
2002,1,22,5,5.744,34.52
2002,1,22,6,5.499,33.050000000000004
2002,1,22,7,6.948,41.760000000000005
2002,1,22,8,8.003,48.1
2002,1,22,9,14.347,86.22999999999999
2002,1,22,10,13.577,81.6
2002,1,22,11,14.158,85.09
2002,1,22,12,14.158,85.09
2002,1,22,13,13.372,80.37
2002,1,22,14,15.351,92.26
2002,1,22,15,8.291,49.830000000000005
2002,1,22,16,11.436,68.72999999999999
2002,1,22,17,11.348,68.2
2002,1,22,18,13.577,81.6
2002,1,22,19,13.697,82.32000000000001
2002,1,22,20,15.718,94.47
2002,1,22,21,14.347,86.22999999999999
2002,1,22,22,14.01,84.2
2002,1,22,23,8.339,50.12
2002,1,22,24,8.291,49.830000000000005
2002,1,23,1,7.489,45.010000000000005
2002,1,23,2,7.156000000000001,43.010000000000005
2002,1,23,3,6.642,39.92
2002,1,23,4,5.434,32.66
2002,1,23,5,4.96,29.81
2002,1,23,6,4.499,27.04
2002,1,23,7,6.632000000000001,39.86
2002,1,23,8,8.003,48.1
2002,1,23,9,14.158,85.09
2002,1,23,10,14.347,86.22999999999999
2002,1,23,11,14.657,88.08999999999999
2002,1,23,12,14.798,88.94
2002,1,23,13,14.347,86.22999999999999
2002,1,23,14,14.609000000000002,87.8
2002,1,23,15,8.987,54.01
2002,1,23,16,12.018,72.23
2002,1,23,17,12.018,72.23
2002,1,23,18,14.01,84.2
2002,1,23,19,14.983,90.05000000000001
2002,1,23,20,16.910999999999998,101.64
2002,1,23,21,15.351,92.26
2002,1,23,22,13.697,82.32000000000001
2002,1,23,23,8.987,54.01
2002,1,23,24,8.531,51.27000000000001
2002,1,24,1,7.952999999999999,47.8
2002,1,24,2,7.279,43.75
2002,1,24,3,6.722,40.4
2002,1,24,4,6.5360000000000005,39.28
2002,1,24,5,5.459,32.81
2002,1,24,6,5.459,32.81
2002,1,24,7,6.789,40.8
2002,1,24,8,8.238,49.510000000000005
2002,1,24,9,11.62,69.84
2002,1,24,10,12.018,72.23
2002,1,24,11,13.372,80.37
2002,1,24,12,13.697,82.32000000000001
2002,1,24,13,14.01,84.2
2002,1,24,14,13.372,80.37
2002,1,24,15,8.987,54.01
2002,1,24,16,10.815,65.0
2002,1,24,17,10.815,65.0
2002,1,24,18,12.837,77.15
2002,1,24,19,14.158,85.09
2002,1,24,20,16.639,100.0
2002,1,24,21,14.798,88.94
2002,1,24,22,13.577,81.6
2002,1,24,23,8.772,52.72
2002,1,24,24,8.291,49.830000000000005
2002,1,25,1,7.489,45.010000000000005
2002,1,25,2,7.271,43.7
2002,1,25,3,6.642,39.92
2002,1,25,4,5.391,32.400000000000006
2002,1,25,5,4.354,26.17
2002,1,25,6,4.235,25.45
2002,1,25,7,6.718999999999999,40.38
2002,1,25,8,8.155,49.01
2002,1,25,9,11.436,68.72999999999999
2002,1,25,10,12.001,72.13
2002,1,25,11,13.372,80.37
2002,1,25,12,12.837,77.15
2002,1,25,13,12.001,72.13
2002,1,25,14,12.001,72.13
2002,1,25,15,8.451,50.79
2002,1,25,16,9.091,54.63999999999999
2002,1,25,17,9.091,54.63999999999999
2002,1,25,18,11.348,68.2
2002,1,25,19,12.001,72.13
2002,1,25,20,14.158,85.09
2002,1,25,21,12.018,72.23
2002,1,25,22,11.62,69.84
2002,1,25,23,7.972,47.91
2002,1,25,24,8.155,49.01
2002,1,26,1,11.412,68.59
2002,1,26,2,8.347999999999999,50.17
2002,1,26,3,7.72,46.4
2002,1,26,4,7.366,44.27
2002,1,26,5,5.917999999999999,35.57
2002,1,26,6,5.489,32.99
2002,1,26,7,4.354,26.17
2002,1,26,8,5.233,31.45
2002,1,26,9,5.79,34.8
2002,1,26,10,7.489,45.010000000000005
2002,1,26,11,8.609,51.74
2002,1,26,12,9.236,55.510000000000005
2002,1,26,13,9.151,55.0
2002,1,26,14,7.81,46.94
2002,1,26,15,7.489,45.010000000000005
2002,1,26,16,6.937,41.69
2002,1,26,17,6.5360000000000005,39.28
2002,1,26,18,6.655,40.0
2002,1,26,19,8.123,48.81999999999999
2002,1,26,20,11.238,67.53999999999999
2002,1,26,21,11.369000000000002,68.33
2002,1,26,22,10.868,65.32
2002,1,26,23,9.141,54.94
2002,1,26,24,9.273,55.73
2002,1,27,1,8.036,48.3
2002,1,27,2,6.863,41.25
2002,1,27,3,5.145,30.92
2002,1,27,4,4.158,24.99
2002,1,27,5,3.462,20.81
2002,1,27,6,3.471,20.86
2002,1,27,7,3.3680000000000003,20.24
2002,1,27,8,3.344,20.1
2002,1,27,9,3.344,20.1
2002,1,27,10,3.789,22.77
2002,1,27,11,5.111000000000001,30.72
2002,1,27,12,6.156000000000001,37.0
2002,1,27,13,6.323,38.0
2002,1,27,14,6.617000000000001,39.77
2002,1,27,15,6.617000000000001,39.77
2002,1,27,16,6.056,36.4
2002,1,27,17,5.091,30.6
2002,1,27,18,5.122999999999999,30.79
2002,1,27,19,7.146,42.95
2002,1,27,20,10.893,65.47
2002,1,27,21,11.121,66.84
2002,1,27,22,11.316,68.01
2002,1,27,23,10.354,62.23
2002,1,27,24,11.121,66.84
2002,1,28,1,6.938,41.7
2002,1,28,2,5.962000000000001,35.83
2002,1,28,3,4.86,29.21
2002,1,28,4,4.065,24.43
2002,1,28,5,3.918,23.55
2002,1,28,6,3.847,23.12
2002,1,28,7,5.705,34.29
2002,1,28,8,6.892,41.42
2002,1,28,9,11.316,68.01
2002,1,28,10,14.199000000000002,85.33999999999999
2002,1,28,11,13.377,80.39999999999999
2002,1,28,12,13.198,79.32000000000001
2002,1,28,13,11.316,68.01
2002,1,28,14,11.87,71.33999999999999
2002,1,28,15,10.013,60.18
2002,1,28,16,11.121,66.84
2002,1,28,17,11.121,66.84
2002,1,28,18,11.238,67.53999999999999
2002,1,28,19,11.316,68.01
2002,1,28,20,15.675,94.21
2002,1,28,21,14.199000000000002,85.33999999999999
2002,1,28,22,11.121,66.84
2002,1,28,23,9.289,55.82999999999999
2002,1,28,24,9.13,54.870000000000005
2002,1,29,1,7.156000000000001,43.010000000000005
2002,1,29,2,6.655,40.0
2002,1,29,3,6.075,36.510000000000005
2002,1,29,4,4.92,29.57
2002,1,29,5,4.156000000000001,24.980000000000004
2002,1,29,6,4.105,24.67
2002,1,29,7,4.088,24.57
2002,1,29,8,6.862,41.24
2002,1,29,9,11.552,69.42999999999999
2002,1,29,10,11.632,69.91000000000001
2002,1,29,11,11.274,67.75999999999999
2002,1,29,12,11.206,67.35000000000001
2002,1,29,13,10.815,65.0
2002,1,29,14,11.136,66.92999999999999
2002,1,29,15,8.541,51.32999999999999
2002,1,29,16,9.248,55.58
2002,1,29,17,9.13,54.870000000000005
2002,1,29,18,11.206,67.35000000000001
2002,1,29,19,10.341,62.15
2002,1,29,20,11.948,71.81
2002,1,29,21,11.536,69.33
2002,1,29,22,10.258,61.65
2002,1,29,23,9.13,54.870000000000005
2002,1,29,24,8.658999999999999,52.04
2002,1,30,1,7.172999999999999,43.11
2002,1,30,2,6.797000000000001,40.85
2002,1,30,3,5.824,35.0
2002,1,30,4,4.985,29.960000000000004
2002,1,30,5,4.088,24.57
2002,1,30,6,4.088,24.57
2002,1,30,7,4.92,29.57
2002,1,30,8,6.857,41.21000000000001
2002,1,30,9,9.852,59.21
2002,1,30,10,10.111,60.77000000000001
2002,1,30,11,10.203,61.32000000000001
2002,1,30,12,10.203,61.32000000000001
2002,1,30,13,10.203,61.32000000000001
2002,1,30,14,11.206,67.35000000000001
2002,1,30,15,6.892,41.42
2002,1,30,16,7.132999999999999,42.87
2002,1,30,17,7.13,42.85
2002,1,30,18,7.72,46.4
2002,1,30,19,9.135,54.900000000000006
2002,1,30,20,11.136,66.92999999999999
2002,1,30,21,10.258,61.65
2002,1,30,22,9.401,56.5
2002,1,30,23,7.132999999999999,42.87
2002,1,30,24,7.132999999999999,42.87
2002,1,31,1,6.892,41.42
2002,1,31,2,6.346,38.13999999999999
2002,1,31,3,6.061,36.43
2002,1,31,4,5.73,34.44
2002,1,31,5,4.92,29.57
2002,1,31,6,4.143,24.9
2002,1,31,7,5.586,33.57
2002,1,31,8,6.857,41.21000000000001
2002,1,31,9,9.313,55.970000000000006
2002,1,31,10,9.313,55.970000000000006
2002,1,31,11,10.003,60.120000000000005
2002,1,31,12,9.519,57.21
2002,1,31,13,9.401,56.5
2002,1,31,14,9.313,55.970000000000006
2002,1,31,15,6.892,41.42
2002,1,31,16,9.013,54.17000000000001
2002,1,31,17,7.481,44.96000000000001
2002,1,31,18,9.101,54.7
2002,1,31,19,9.17,55.11
2002,1,31,20,11.066,66.50999999999999
2002,1,31,21,10.148,60.99
2002,1,31,22,9.313,55.970000000000006
2002,1,31,23,8.702,52.3
2002,1,31,24,8.306000000000001,49.92
2002,2,1,1,6.892,41.42
2002,2,1,2,6.655,40.0
2002,2,1,3,6.356,38.2
2002,2,1,4,5.73,34.44
2002,2,1,5,4.92,29.57
2002,2,1,6,4.809,28.9
2002,2,1,7,6.356,38.2
2002,2,1,8,7.132999999999999,42.87
2002,2,1,9,9.389,56.43
2002,2,1,10,9.823,59.04
2002,2,1,11,9.823,59.04
2002,2,1,12,9.476,56.95
2002,2,1,13,9.595,57.67
2002,2,1,14,9.389,56.43
2002,2,1,15,7.132999999999999,42.87
2002,2,1,16,9.013,54.17000000000001
